stars,text
5,"['Never', 'dealt', 'Discount', 'Tire', 'Phoenix', 'Texas', 'service', 'great', 'time', 'came', 'knowing', 'kind', 'service', 'expect', 'pleasantly', 'surprised', 'store', 'good', 'amount', 'parking', 'store', 'front', 'clean', 'open', 'adequate', 'seating', 'around', 'perimeters', 'already', '56', 'people', 'sitting', 'waiting', 'cars', 'finished', '2', 'people', 'waiting', 'infront', 'see', 'representative', 'guys', 'working', 'busy', 'helping', 'someone', 'yet', 'saying', 'hello', 'us', 'reassuring', 'theyd', 'get', 'us', 'soon', 'didnt', 'wait', 'unneccesary', 'amount', 'time', 'helped', 'Wally', 'inspected', 'tires', 'recommended', 'plan', 'action', 'gave', 'options', 'headed', 'back', 'store', 'made', 'decision', 'replace', '2', 'tires', 'checked', 'stock', 'unfortunately', 'didnt', 'called', 'another', 'store', 'picked', 'next', 'morning', 'could', 'come', 'back', 'next', 'day', 'store', 'get', 'bad', 'boys', 'installed', 'Great', 'prices', 'heafty', 'relief', 'although', 'good', 'amount', 'people', 'next', 'day', 'waiting', 'cars', 'also', 'serviced', 'took', 'exactly', 'amount', 'time', 'theyd', 'told', '45', 'min', 'apologized', 'wait', 'need', 'guy', 'helped', '2nd', 'day', 'Im', 'sorry', 'forgot', 'name', 'also', 'professional', 'great', 'recommend', 'store', 'bringing', 'car', 'future', 'definitely', 'Thanks', 'guys', 'TIP', 'know', 'need', 'bring', 'car', 'make', 'appointment', 'online', 'take', 'walkins', 'believe', 'helps', 'manage', 'customers', 'easier', 'turn', 'benefits']"
1,"['Ive', 'eaten', 'many', 'times', 'none', 'bad', 'last', 'night', 'Service', 'excellent', 'highly', 'attentive', 'Food', 'absolutely', 'horrible', 'expectation', 'would', 'serve', 'steak', 'par', 'seafood', 'charging', '39', 'bucks', 'ribeye', 'hoping', '1', '112', 'thick', 'steak', 'cooked', 'Pittsburgh', 'style', 'ordered', 'got', '34', 'thick', 'piece', 'meat', 'mostly', 'fat', 'gristle', 'way', 'resembled', 'Pittsburgh', 'Style', 'Salad', 'similar', 'something', 'could', 'get', 'Chick', 'Filet', 'Veggies', 'blah', 'Bread', 'basket', 'ample', 'day', 'old', 'certainly', 'wasnt', 'fresh', 'addition', 'bad', 'food', 'crammed', 'small', 'room', 'nuts', 'butts', '6', 'tables', 'listening', 'conversations', 'ranging', 'someones', 'recent', 'bout', 'pinkeye', 'another', 'couple', 'elected', 'speak', 'entirely', 'French', 'waiter', 'showed', 'like', 'turned', 'French', 'switch', 'suddenly', 'began', 'speaking', 'English', 'Ive', 'place', 'Im', 'going', 'pay', '150', 'bucks', 'dinner', 'itll', 'Mortons', 'Maestro', 'steaks', '112', 'thick', 'cooked', 'perfection', 'half', 'doesnt', 'wind', 'plate', 'fat', 'gristle']"
5,"['Unfortunately', 'lux', 'close', 'house', 'walk', 'nearly', 'every', 'day', 'much', 'poorer', 'coffee', 'pastries', 'amazing', 'always', 'play', 'really', 'great', 'music']"
5,"['Fred', 'pretty', 'much', 'said', 'would', 'say', 'wont', 'beat', 'dead', 'horse', 'Ill', 'add', 'though', 'offer', 'wide', 'variety', 'deepfried', 'quesadillas', 'catch', 'DEEP', 'FRIED', 'QUESADILLAS']"
5,"['Alright', 'away', 'Yelp', 'quite', 'time', 'feel', 'place', 'fitting', 'comeback', 'review', 'Chicken', 'Waffles', 'Yes', 'chicken', 'MFin', 'waffles', 'ghetto', 'Check', 'sweet', 'tea', 'Check', 'nononsense', 'quick', 'service', 'Check', 'Ridiculously', 'long', 'wait', 'Check', 'Best', 'thing', 'eaten', 'last', 'year', 'Check', 'say', 'best', 'fried', 'chicken', 'ever', 'pretty', 'damn', 'good', 'could', 'use', 'seasoning', 'waffles', 'probably', 'best', 'ever', 'waffles', 'deliciously', 'soft', 'inside', 'little', 'crispy', 'wonderful', 'cinammoness', 'seating', 'cramped', 'doesnt', 'matter', 'soon', 'food', 'delivered', 'table', 'goes', 'quiet', 'get', 'tunnel', 'vision', 'first', 'bite', 'taken', 'away', 'orgy', 'goodness', 'Phoenix', 'requirement', 'Come', 'real', 'early', 'prepared', 'wait', 'Dont', 'forget', 'order', 'Red', 'Velvet', 'cake', 'KoolAid', 'fits', 'fancy', 'Even', 'came', 'home', 'Arizona', 'couldnt', 'stop', 'talking', 'LoLos', 'like', '2', 'weeks', 'Shoot', 'two', 'months', 'later', 'still', 'drooling', 'thinking']"
5,"['restaurant', 'incredible', 'best', 'pasta', 'carbonara', 'best', 'tiramisu', 'Ive', 'life', 'food', 'wonderful', 'though', 'calamari', 'fried', 'bread', 'served', 'dinner', 'comes', 'right', 'oven', 'tomatoes', 'freshest', 'Ive', 'tasted', 'outside', 'moms', 'garden', 'great', 'attention', 'detail', 'longer', 'eat', 'Italian', 'restaurant', 'without', 'feeling', 'slighted', 'first', 'place', 'want', 'take', 'outoftown', 'visitors', 'Im', 'looking', 'impress', 'owner', 'Jon', 'helpful', 'friendly', 'really', 'cares', 'providing', 'positive', 'dining', 'experience', 'Hes', 'spot', 'wine', 'recommendations', 'organizes', 'wine', 'tasting', 'events', 'find', 'joining', 'mailing', 'list', 'Facebook', 'page']"
1,"['always', 'fan', 'Burlingtons', 'deals', 'however', 'shopping', 'one', 'went', 'return', 'belt', 'pretty', 'simple', 'Instead', 'stood', 'customer', 'service', 'line', '15', 'minutes', 'thanks', 'employee', 'Burlington', 'buyingputting', 'things', 'layaway', 'took', 'three', 'staff', 'help', 'words', 'said', 'except', 'Hold', 'pissed', 'lady', 'finally', 'done', 'employee', 'service', 'asked', 'want', 'Serious', 'help', 'needed', 'work', 'area', 'customer', 'service', 'think']"
1,"['Another', 'night', 'meeting', 'friends', 'laugh', 'Waited', 'another', '20', 'minutes', 'beer', 'refilled', 'bar', 'girl', 'even', 'took', 'empty', 'without', 'even', 'asking', 'wanted', 'refill', 'new', 'brunette', 'girl', 'dont', 'recognize', 'left', 'bar', 'sat', 'guy', 'friends', 'customer', 'side', '925', 'FRIDAY', 'NIGHT', 'Another', 'bartender', 'ask', 'come', 'back', 'work', 'Management', 'Pull', 'head', 'ass', 'Sad', 'watch', 'need', 'talk', 'friends', 'another', 'place']"
1,"['busy', 'took', 'nearly', '45', 'min', 'get', 'meal', 'Ordered', 'trout', 'shocked', 'see', 'lots', 'lots', 'bones', 'Hmmmmm', 'Well', 'asked', 'waitress', 'said', 'try', 'best', 'hmmmmmm', 'isnt', 'fish', 'restaurant', 'comped', 'trout', 'still', 'sure', 'would', 'go', 'back']"
5,"['incredible', 'church', 'embraces', 'principle', 'Christ', 'Life', 'Church', 'exists', 'bring', 'people', 'lifechanging', 'relationship', 'Jesus', 'Christ', 'Three', 'campuses', 'allow', 'Christ', 'Life', 'reach', 'several', 'locationsonline', 'Tempe', 'Casa', 'Grande', 'wonderful', 'childrens', 'youth', 'programs', 'appeal', 'wide', 'perspective', 'people']"
5,"['favorite', 'breakfast', 'place', 'food', 'good', 'best', 'biscuits', 'gravy', 'restaurant', 'eaten', 'wait', 'staff', 'friendly', 'complaint', 'Sunday', 'mornings', 'packed', 'wait', 'seated']"
5,"['looked', 'several', 'invitation', 'websites', 'along', 'catalogs', 'luck', 'finding', 'right', 'balance', 'wedding', 'colorsdesign', 'Thomas', 'Alphagraphics', 'helped', 'every', 'step', 'way', 'designing', 'printing', 'wedding', 'invitations', 'programs', 'knew', 'wanted', 'bookletstyle', 'needed', 'little', 'design', 'creativity', 'Alphagraphics', 'nailed', 'highly', 'recommend', 'Alphagraphics', 'anyone', 'needing', 'print', 'work', 'done', 'wedding', 'invitations', 'Thomas', 'crew', 'stellar']"
1,"['Yikes', 'reading', 'reviews', 'realize', 'bad', 'experience', 'wasnt', 'unique', 'server', 'make', 'laid', 'back', 'customer', 'like', 'pretty', 'much', 'everything', 'eat', 'dont', 'require', 'lot', 'attention', 'waiter', 'La', 'Piccola', 'Cucina', 'would', 'benefit', 'one', 'extra', 'person', 'front', 'house', 'guy', 'though', 'adorable', 'friendly', 'busy', 'refill', 'drinks', 'remember', 'bring', 'appetizer', 'though', 'charged', 'us', 'ahi', 'tuna', 'highly', 'recommended', 'fish', 'options', 'said', 'overcooked', 'color', 'consistency', 'chicken', 'Like', 'reviewers', 'mentioned', 'frantic', 'made', 'clear', 'every', 'customer', 'one', 'point', 'even', 'saw', 'kitchen', 'cooking', 'need', 'another', 'person', 'left', 'super', 'stressed', 'experience', 'unusual', 'either', 'bad', 'service', 'bad', 'food']"
5,"['absolutely', 'love', 'little', 'spot', 'great', 'little', 'known', 'boutique', 'incredibly', 'unique', 'gift', 'items', 'dont', 'drive', 'clear', 'Scottsdale', 'find', 'Ive', 'shopping', 'Vignettes', '8', 'years', 'Whenever', 'quandary', 'get', 'someone', 'first', 'place', 'head', 'Mostly', 'wide', 'range', 'specialty', 'items', 'hand', 'Whether', 'something', 'garden', 'gift', 'new', 'bride', 'baby', 'unique', 'piece', 'art', 'heavenly', 'scented', 'candles', 'disappointed', 'owners', 'staff', 'super', 'friendly', 'always', 'willing', 'help', 'find', 'something', 'within', 'price', 'range', 'based', 'occasion', 'need', 'amazing', 'wrap', 'jobs', 'making', 'gift', 'giving', 'even', 'easier', 'final', 'bonus', 'annual', 'Clearance', 'sale', 'three', 'days', 'year', 'basically', 'blow', 'stock', 'make', 'way', 'new', 'finds', 'Ask', 'put', 'mailing', 'list', 'ensure', 'heads', 'get', 'early', 'long', 'time', 'customers', 'like', 'never', 'miss']"
5,"['Came', 'large', 'group', 'back', 'eat', 'beer', 'concert', 'weekday', 'made', 'happy', 'hour', 'Happy', 'Hour', 'pricing', 'fair', 'food', 'pretty', 'good', 'best', 'thing', 'beer', 'like', 'everything', 'tap', 'MMMM']"
1,"['first', 'year', 'participating', 'Arizona', 'sell', 'clothing', 'wandering', 'busy', 'goona', 'little', 'worried', 'one', 'reply']"
5,"['Beeror', 'Yoga', 'Located', 'small', 'center', 'east', 'Four', 'Peaks', 'Brewery', 'Tempe', 'reasonable', 'distance', 'light', 'rail', 'Apache', 'amazing', 'classy', 'studio', 'MindBody', 'connection', 'Mr', 'Mustachio', 'decided', 'couple', 'yoga', 'classes', 'ASU', 'gym', 'loved', 'stretch', 'pursued', 'class', 'semester', 'ASU', 'Spring', 'pleasure', 'practicing', 'Tish', 'Hegel', 'seeing', 'body', 'transform', '162', 'body', 'fat', 'jeans', 'get', 'big', 'fill', 'American', 'Apparel', 'briefs', 'nicely', 'super', 'jealous', 'raved', 'teacher', 'could', 'tell', 'destressed', 'lot', 'since', 'started', 'practice', 'Luckily', 'opened', 'studio', 'recently', 'simply', 'goregous', 'waiting', 'area', 'filled', 'yoga', 'material', 'calming', 'space', 'remodeled', 'bathroom', 'dressing', 'rooms', 'change', 'coming', 'workschool', 'cheesy', 'like', 'SouthWest', 'Inst', 'way', 'many', 'angels', 'imagery', 'creepy', 'gem', 'truly', 'practice', 'space', 'Hardwood', 'floors', 'high', 'ceilings', 'beautiful', 'staircase', 'tasteful', 'decorations', 'absolutely', 'MIRRORS', 'right', 'person', 'staring', 'pudge', 'rolls', 'teacher', 'whoever', 'isnt', 'focusing', 'tree', 'posturenot', 'entire', 'class', 'really', 'relieves', 'lot', 'stress', 'helps', 'concentrate', 'posture', 'feels', 'opposed', 'looks', 'Tish', 'Hegel', 'simply', 'outstandingshe', 'many', 'credentials', 'read', 'biography', 'practicing', 'loooong', 'time', 'handson', 'instruction', 'confident', 'voice', 'echoes', 'ears', 'even', 'bring', 'shoulders', 'far', 'done', 'Ashtanga', 'Inspired', 'Flow', 'pretty', 'intense', 'really', 'hurt', '3', 'days', 'would', 'recommend', 'getting', 'yoga', 'Sivananda', 'ditto', 'Focus', 'Class', 'lot', 'bike', 'riding', 'focused', 'everybodys', 'body', 'issues', 'sequence', 'right', 'us', 'lower', 'back', 'knees', 'felt', 'amazing', 'day', 'morning', 'brought', 'friend', 'Kinetic', 'Yoga', 'Morning', 'Movement', 'Flow', 'kicked', '6am', 'asses', 'little', 'bit', 'felt', 'amazing', 'afterwards', 'tons', 'modifications', 'always', 'making', 'sure', 'okay', 'super', 'personable', 'huge', 'package', 'since', 'didnt', 'renew', 'ASU', 'gym', 'membership', 'summer', 'dropin', 'cliched', 'Yoga', 'Review', 'ending', 'NAMASTE']"
1,"['really', 'cant', 'believe', 'place', 'received', 'high', 'reviews', 'people', 'lady', 'walked', 'greeted', 'rather', 'rudely', 'pretentious', 'bitch', 'front', 'monotone', 'name', 'please', 'instead', 'warm', 'friendly', 'french', 'welcome', 'rather', 'charming', 'looking', 'place', 'didnt', 'reservation', 'looks', 'dead', 'empty', 'place', 'didnt', 'seem', 'like', 'problem', 'hostess', 'whisked', 'reservation', 'list', 'explained', 'shed', 'try', 'fit', 'us', '6pm', 'place', 'one', 'couple', 'dining', 'informed', 'next', 'party', 'arriving', '730', 'werent', 'really', 'looking', 'hang', 'would', 'awfully', 'lovely', 'yelpers', 'would', 'informed', 'need', 'MAKE', 'RESERVATIONS', 'going', 'dont', 'youre', 'automatically', 'piece', 'shit', 'according', 'staff', 'sorry', 'dont', 'plan', 'much', 'ahead', 'next', 'time', 'wont', 'anyways', 'debating', 'minute', 'two', 'hostess', 'decided', 'could', 'squeeze', 'sat', 'us', 'right', 'top', 'couple', 'inside', 'restaurant', 'informed', 'us', 'could', 'cork', 'wine', 'low', 'low', 'price', '9', 'fucking', 'dollars', 'words', 'office', 'space', 'could', 'adequately', 'describecoup', 'des', 'tartes', 'exactly', 'food', 'good', 'nothing', 'spectacular', '25', 'plate', 'got', 'salad', 'apples', 'nuts', 'bleu', 'cheese', 'served', 'warm', 'first', 'warm', 'salad', 'ive', 'life', 'means', 'sort', 'wordly', 'food', 'expert', 'believe', 'salad', 'cold', 'crisp', 'soggy', 'warm', 'yuck', 'cordon', 'bleu', 'tasty', 'filling', 'however', 'wobbly', 'table', 'extreme', 'annoyance', 'cutting', 'chicken', 'solved', 'thanks', 'staff', 'placing', 'jackinthebox', 'gift', 'card', 'leg', 'admit', 'mashed', 'potatoes', 'creamiest', 'best', 'ive', 'ever', 'lady', 'got', 'pork', 'tenderloin', 'strange', 'pepperysweet', 'pairing', 'didnt', 'particularly', 'care', 'broke', 'desert', 'unfortunately', 'didnt', 'get', 'try', 'tarts', 'would', 'think', 'place', 'promotes', 'poise', 'would', 'get', 'fancier', 'menus', '15', 'piece', 'cardstock', 'copied', 'bulk', 'kinkos', 'place', 'rather', 'disappointing', 'honestly', 'thought', 'would', 'way', 'comfy', 'welcoming', 'inside', 'really', 'wasnt', 'presents', 'high', 'class', 'french', 'ohlala', 'wee', 'wee', 'comes', 'still', 'located', 'tiny', 'shack', 'house', '16th', 'street', 'highland', 'maybe', 'located', 'biltmore', 'id', 'give', 'bit', 'cred']"
5,"['Figured', 'time', 'write', 'review', 'going', 'quite', 'years', 'dinner', 'special', 'occasions', 'best', 'seafood', 'Bone', 'fillet', 'around', 'First', 'understand', 'cuts', 'top', 'quality', 'order', 'almost', 'steak', 'menus', 'dazzled', 'flavor', 'fantastic', 'point', 'adding', 'anything', 'would', 'destroy', 'integrity', 'taste', 'mean', 'meat', 'perfection', 'plate', 'needs', 'explaining', 'friends', 'even', 'significant', 'must', 'start', 'seafood', 'tower', 'order', 'many', 'different', 'ways', 'match', 'appetite', 'likes', 'presented', 'table', 'guests', 'blown', 'away', 'quality', 'seafood', 'rightly', 'brought', 'fresh', 'daily', 'sides', 'awesome', 'taste', 'quality', 'suggest', 'Lobster', 'mash', 'Maestros', 'Mash', 'potatoes', 'neither', 'leave', 'hungry', 'right', 'often', 'wanting', 'Wine', 'selection', 'great', 'atmosphere', 'top', 'notch', 'topping', 'best', 'servers', 'town', 'makes', 'one', 'favorites', 'entertaining', 'disappointed']"
5,"['cant', 'describe', 'amazing', 'gourmet', 'adult', 'hot', 'pockets', 'taste', 'literally', 'MELT', 'mouth', 'favorites', 'Cajun', 'Chicken', 'Dill', 'Salmon', 'Stilton', 'SteakBon', 'Appetit', 'everyone', 'dont', 'forget', 'day', 'everyday3', 'car', 'bombsyou', 'cant', 'beat', 'price', 'happy', 'hour', 'amazing']"
1,"['really', 'excited', 'event', 'maybe', 'expectations', 'high', 'really', 'underwhelmed', 'little', 'shade', 'ran', 'water', 'time', 'got', '1pm', 'obligations', '20', 'vendors', 'food', 'time', 'ate', 'way', 'everyone', 'else', 'already', '60', 'bucks', 'dont', 'think', 'mentioned', 'person', 'charge', 'patronizing', 'invalidating', 'kept', 'telling', 'happy', 'chefs', 'Well', 'Im', 'consumer', 'big', 'guy', 'Sorry', 'Devoured', 'wish', 'could', 'better', 'food', 'try', 'pretty', 'good']"
1,"['beach', 'paradise', 'IxtapaZihuatenejo', 'awaited', 'usunfortunately', 'connecting', 'flight', 'ARIZONA', 'places', 'Long', 'story', 'short13', 'luggage', 'arrive', 'final', 'destination', 'various', 'articles', 'clothing', 'still', 'missing', 'well', 'cell', 'phone', 'chargernot', 'mention', 'security', 'forcing', 'us', 'open', 'sealed', 'containers', 'sons', 'baby', 'food', 'milk', 'litmus', 'tests', 'looked', 'bright', 'sideat', 'least', 'didnt', 'get', 'deported']"
5,"['Portlandia', 'hipsterness', 'decor', 'Premium', 'coffee', 'roasted', 'inhouse', 'middle', 'desert', 'less', 'would', 'thunk', 'Baristas', 'profesh', 'friendly', 'even', 'warmed', 'pastries', 'upon', 'request', 'Perfectly', 'foamed', 'milk', 'fruity', 'noted', 'espresso', 'hope', 'place', 'long', 'life', 'Scottsdale', 'great', 'coffee', 'far']"
5,"['Awesome', 'subs', 'clean', 'friendly', 'well', 'priced']"
5,"['LOVE', 'Chic', 'Nails', 'used', 'go', 'Tip', 'Toes', '48th', 'street', 'Ray', 'Road', 'one', 'day', 'busy', 'take', 'friend', 'pedicured', 'discovered', 'Chic', 'Nails', 'manicures', 'pedicures', 'since', 'staff', 'extremely', 'friendly', 'give', 'best', 'pedicures', 'reasonable', 'price', 'highly', 'recommend', 'nail', 'salon', 'PS', 'extremely', 'close', 'CKs', 'Bar', 'Grill', 'go', 'happy', 'hour']"
